x_mm,y_mm,z_mm
70.000,485.655,118.910
70.000,483.178,128.604
70.000,480.508,138.246
70.000,477.646,147.833
70.000,474.592,157.360
70.000,471.349,166.825
70.000,467.916,176.223
70.000,464.297,185.550
70.000,460.491,194.803
70.000,456.501,203.977
70.000,452.328,213.071
70.000,447.974,222.079
70.000,443.441,230.998
70.000,438.730,239.824
70.000,433.844,248.555
70.000,428.784,257.185
70.000,423.552,265.713
70.000,418.151,274.135
70.000,412.582,282.447
70.000,406.848,290.646
70.000,400.951,298.728
70.000,394.893,306.691
70.000,388.678,314.531
70.000,382.307,322.245
70.000,375.782,329.830
70.000,369.108,337.283
70.000,362.285,344.600
70.000,355.318,351.780
70.000,348.208,358.819
70.000,340.959,365.715
70.000,333.573,372.464
70.000,326.053,379.064
70.000,318.404,385.512
70.000,310.626,391.805
70.000,302.724,397.942
70.000,294.701,403.920
70.000,286.561,409.735
70.000,278.305,415.387
70.000,269.938,420.872
70.000,261.463,426.189
70.000,252.883,431.336
70.000,244.201,436.309
70.000,235.423,441.108
70.000,226.549,445.730
70.000,217.586,450.174
70.000,208.535,454.437
70.000,199.400,458.519
70.000,190.186,462.417
70.000,180.895,466.130
70.000,171.532,469.656
70.000,162.101,472.994
70.000,152.604,476.143
70.000,143.047,479.101
70.000,133.432,481.867
70.000,123.763,484.441
70.000,114.046,486.820
70.000,104.282,489.004
70.000,94.477,490.993
70.000,84.634,492.785
70.000,74.757,494.380
70.000,64.850,495.777
70.000,54.917,496.975
70.000,44.962,497.974
70.000,34.989,498.774
70.000,25.002,499.374
70.000,15.005,499.775
70.000,5.002,499.975
70.000,-5.002,499.975
70.000,-15.005,499.775
70.000,-25.002,499.374
70.000,-34.989,498.774
70.000,-44.962,497.974
70.000,-54.917,496.975
70.000,-64.850,495.777
70.000,-74.757,494.380
70.000,-84.634,492.785
70.000,-94.477,490.993
70.000,-104.282,489.004
70.000,-114.046,486.820
70.000,-123.763,484.441
70.000,-133.432,481.867
70.000,-143.047,479.101
70.000,-152.604,476.143
70.000,-162.101,472.994
70.000,-171.532,469.656
70.000,-180.895,466.130
70.000,-190.186,462.417
70.000,-199.400,458.519
70.000,-208.535,454.437
70.000,-217.586,450.174
70.000,-226.549,445.730
70.000,-235.423,441.108
70.000,-244.201,436.309
70.000,-252.883,431.336
70.000,-261.463,426.189
70.000,-269.938,420.872
70.000,-278.305,415.387
70.000,-286.561,409.735
70.000,-294.701,403.920
70.000,-302.724,397.942
70.000,-310.626,391.805
70.000,-318.404,385.512
70.000,-326.053,379.064
70.000,-333.573,372.464
70.000,-340.959,365.715
70.000,-348.208,358.819
70.000,-355.318,351.780
70.000,-362.285,344.600
70.000,-369.108,337.283
70.000,-375.782,329.830
70.000,-382.307,322.245
70.000,-388.678,314.531
70.000,-394.893,306.691
70.000,-400.951,298.728
70.000,-406.848,290.646
70.000,-412.582,282.447
70.000,-418.151,274.135
70.000,-423.552,265.713
70.000,-428.784,257.185
70.000,-433.844,248.555
70.000,-438.730,239.824
70.000,-443.441,230.998
70.000,-447.974,222.079
70.000,-452.328,213.071
70.000,-456.501,203.977
70.000,-460.491,194.803
70.000,-464.297,185.550
70.000,-467.916,176.223
70.000,-471.349,166.825
70.000,-474.592,157.360
70.000,-477.646,147.833
70.000,-480.508,138.246
70.000,-483.178,128.604
70.000,-485.655,118.910
70.000,-487.937,109.169
70.000,-490.023,99.384
70.000,-491.914,89.560
70.000,-493.607,79.699
70.000,-495.103,69.807
70.000,-496.401,59.886
70.000,-497.500,49.942
70.000,-498.399,39.978
70.000,-499.099,29.997
70.000,-499.600,20.005
70.000,-499.900,10.004
70.000,-500.000,0.000
80.000,500.000,0.000
80.000,499.900,10.004
80.000,499.600,20.005
80.000,499.099,29.997
80.000,498.399,39.978
80.000,497.500,49.942
80.000,496.401,59.886
80.000,495.103,69.807
80.000,493.607,79.699
80.000,491.914,89.560
80.000,490.023,99.384
80.000,487.937,109.169
80.000,485.655,118.910
80.000,483.178,128.604
80.000,480.508,138.246
80.000,477.646,147.833
80.000,474.592,157.360
80.000,471.349,166.825
80.000,467.916,176.223
80.000,464.297,185.550
80.000,460.491,194.803
80.000,456.501,203.977
80.000,452.328,213.071
80.000,447.974,222.079
80.000,443.441,230.998
80.000,438.730,239.824
80.000,433.844,248.555
80.000,428.784,257.185
80.000,423.552,265.713
80.000,418.151,274.135
80.000,412.582,282.447
80.000,406.848,290.646
80.000,400.951,298.728
80.000,394.893,306.691
80.000,388.678,314.531
80.000,382.307,322.245
80.000,375.782,329.830
80.000,369.108,337.283
80.000,362.285,344.600
80.000,355.318,351.780
80.000,348.208,358.819
80.000,340.959,365.715
80.000,333.573,372.464
80.000,326.053,379.064
80.000,318.404,385.512
80.000,310.626,391.805
80.000,302.724,397.942
80.000,294.701,403.920
80.000,286.561,409.735
80.000,278.305,415.387
80.000,269.938,420.872
80.000,261.463,426.189
80.000,252.883,431.336
80.000,244.201,436.309
80.000,235.423,441.108
80.000,226.549,445.730
80.000,217.586,450.174
80.000,208.535,454.437
80.000,199.400,458.519
80.000,190.186,462.417
80.000,180.895,466.130
80.000,171.532,469.656
80.000,162.101,472.994
80.000,152.604,476.143
80.000,143.047,479.101
80.000,133.432,481.867
80.000,123.763,484.441
80.000,114.046,486.820
80.000,104.282,489.004
80.000,94.477,490.993
80.000,84.634,492.785
80.000,74.757,494.380
80.000,64.850,495.777
80.000,54.917,496.975
80.000,44.962,497.974
80.000,34.989,498.774
80.000,25.002,499.374
80.000,15.005,499.775
80.000,5.002,499.975
80.000,-5.002,499.975
80.000,-15.005,499.775
80.000,-25.002,499.374
80.000,-34.989,498.774
80.000,-44.962,497.974
80.000,-54.917,496.975
80.000,-64.850,495.777
80.000,-74.757,494.380
80.000,-84.634,492.785
80.000,-94.477,490.993
80.000,-104.282,489.004
80.000,-114.046,486.820
80.000,-123.763,484.441
80.000,-133.432,481.867
80.000,-143.047,479.101
80.000,-152.604,476.143
80.000,-162.101,472.994
80.000,-171.532,469.656
80.000,-180.895,466.130
80.000,-190.186,462.417
80.000,-199.400,458.519
80.000,-208.535,454.437
80.000,-217.586,450.174
80.000,-226.549,445.730
80.000,-235.423,441.108
80.000,-244.201,436.309
80.000,-252.883,431.336
80.000,-261.463,426.189
80.000,-269.938,420.872
80.000,-278.305,415.387
80.000,-286.561,409.735
80.000,-294.701,403.920
80.000,-302.724,397.942
80.000,-310.626,391.805
80.000,-318.404,385.512
80.000,-326.053,379.064
80.000,-333.573,372.464
80.000,-340.959,365.715
80.000,-348.208,358.819
80.000,-355.318,351.780
80.000,-362.285,344.600
80.000,-369.108,337.283
80.000,-375.782,329.830
80.000,-382.307,322.245
80.000,-388.678,314.531
80.000,-394.893,306.691
80.000,-400.951,298.728
80.000,-406.848,290.646
80.000,-412.582,282.447
80.000,-418.151,274.135
80.000,-423.552,265.713
80.000,-428.784,257.185
80.000,-433.844,248.555
80.000,-438.730,239.824
80.000,-443.441,230.998
80.000,-447.974,222.079
80.000,-452.328,213.071
80.000,-456.501,203.977
80.000,-460.491,194.803
80.000,-464.297,185.550
80.000,-467.916,176.223
80.000,-471.349,166.825
80.000,-474.592,157.360
80.000,-477.646,147.833
80.000,-480.508,138.246
80.000,-483.178,128.604
80.000,-485.655,118.910
80.000,-487.937,109.169
80.000,-490.023,99.384
80.000,-491.914,89.560
80.000,-493.607,79.699
80.000,-495.103,69.807
80.000,-496.401,59.886
80.000,-497.500,49.942
80.000,-498.399,39.978
80.000,-499.099,29.997
80.000,-499.600,20.005
80.000,-499.900,10.004
80.000,-500.000,0.000
90.000,500.000,0.000
90.000,499.900,10.004
90.000,499.600,20.005
90.000,499.099,29.997
90.000,498.399,39.978
90.000,497.500,49.942
90.000,496.401,59.886
90.000,495.103,69.807
90.000,493.607,79.699
90.000,491.914,89.560
90.000,490.023,99.384
90.000,487.937,109.169
90.000,485.655,118.910
90.000,483.178,128.604
90.000,480.508,138.246
90.000,477.646,147.833
90.000,474.592,157.360
90.000,471.349,166.825
90.000,467.916,176.223
90.000,464.297,185.550
90.000,460.491,194.803
90.000,456.501,203.977
90.000,452.328,213.071
90.000,447.974,222.079
90.000,443.441,230.998
90.000,438.730,239.824
90.000,433.844,248.555
90.000,428.784,257.185
90.000,423.552,265.713
90.000,418.151,274.135
90.000,412.582,282.447
90.000,406.848,290.646
90.000,400.951,298.728
90.000,394.893,306.691
90.000,388.678,314.531
90.000,382.307,322.245
90.000,375.782,329.830
90.000,369.108,337.283
90.000,362.285,344.600
90.000,355.318,351.780
90.000,348.208,358.819
90.000,340.959,365.715
90.000,333.573,372.464
90.000,326.053,379.064
90.000,318.404,385.512
90.000,310.626,391.805
90.000,302.724,397.942
90.000,294.701,403.920
90.000,286.561,409.735
90.000,278.305,415.387
90.000,269.938,420.872
90.000,261.463,426.189
90.000,252.883,431.336
90.000,244.201,436.309
90.000,235.423,441.108
90.000,226.549,445.730
90.000,217.586,450.174
90.000,208.535,454.437
90.000,199.400,458.519
90.000,190.186,462.417
90.000,180.895,466.130
90.000,171.532,469.656
90.000,162.101,472.994
90.000,152.604,476.143
90.000,143.047,479.101
90.000,133.432,481.867
90.000,123.763,484.441
90.000,114.046,486.820
90.000,104.282,489.004
90.000,94.477,490.993
90.000,84.634,492.785
90.000,74.757,494.380
90.000,64.850,495.777
90.000,54.917,496.975
90.000,44.962,497.974
90.000,34.989,498.774
90.000,25.002,499.374
90.000,15.005,499.775
90.000,5.002,499.975
90.000,-5.002,499.975
90.000,-15.005,499.775
90.000,-25.002,499.374
90.000,-34.989,498.774
90.000,-44.962,497.974
90.000,-54.917,496.975
90.000,-64.850,495.777
90.000,-74.757,494.380
90.000,-84.634,492.785
90.000,-94.477,490.993
90.000,-104.282,489.004
90.000,-114.046,486.820
90.000,-123.763,484.441
90.000,-133.432,481.867
90.000,-143.047,479.101
90.000,-152.604,476.143
90.000,-162.101,472.994
90.000,-171.532,469.656
90.000,-180.895,466.130
90.000,-190.186,462.417
90.000,-199.400,458.519
90.000,-208.535,454.437
90.000,-217.586,450.174
90.000,-226.549,445.730
90.000,-235.423,441.108
90.000,-244.201,436.309
90.000,-252.883,431.336
90.000,-261.463,426.189
90.000,-269.938,420.872
90.000,-278.305,415.387
90.000,-286.561,409.735
90.000,-294.701,403.920
90.000,-302.724,397.942
90.000,-310.626,391.805
90.000,-318.404,385.512
90.000,-326.053,379.064
90.000,-333.573,372.464
90.000,-340.959,365.715
90.000,-348.208,358.819
90.000,-355.318,351.780
90.000,-362.285,344.600
90.000,-369.108,337.283
90.000,-375.782,329.830
90.000,-382.307,322.245
90.000,-388.678,314.531
90.000,-394.893,306.691
90.000,-400.951,298.728
90.000,-406.848,290.646
90.000,-412.582,282.447
90.000,-418.151,274.135
90.000,-423.552,265.713
90.000,-428.784,257.185
90.000,-433.844,248.555
90.000,-438.730,239.824
90.000,-443.441,230.998
90.000,-447.974,222.079
90.000,-452.328,213.071
90.000,-456.501,203.977
90.000,-460.491,194.803
90.000,-464.297,185.550
90.000,-467.916,176.223
90.000,-471.349,166.825
90.000,-474.592,157.360
90.000,-477.646,147.833
90.000,-480.508,138.246
90.000,-483.178,128.604
90.000,-485.655,118.910
90.000,-487.937,109.169
90.000,-490.023,99.384
90.000,-491.914,89.560
90.000,-493.607,79.699
90.000,-495.103,69.807
90.000,-496.401,59.886
90.000,-497.500,49.942
90.000,-498.399,39.978
90.000,-499.099,29.997
90.000,-499.600,20.005
90.000,-499.900,10.004
90.000,-500.000,0.000
100.000,500.000,0.000
100.000,499.900,10.004
100.000,499.600,20.005
100.000,499.099,29.997
100.000,498.399,39.978
100.000,497.500,49.942
100.000,496.401,59.886
100.000,495.103,69.807
100.000,493.607,79.699
100.000,491.914,89.560
100.000,490.023,99.384
100.000,487.937,109.169
100.000,485.655,118.910
100.000,483.178,128.604
100.000,480.508,138.246
100.000,477.646,147.833
100.000,474.592,157.360
100.000,471.349,166.825
100.000,467.916,176.223
100.000,464.297,185.550
100.000,460.491,194.803
100.000,456.501,203.977
100.000,452.328,213.071
100.000,447.974,222.079
100.000,443.441,230.998
100.000,438.730,239.824
100.000,433.844,248.555
100.000,428.784,257.185
100.000,423.552,265.713
100.000,418.151,274.135
100.000,412.582,282.447
100.000,406.848,290.646
100.000,400.951,298.728
100.000,394.893,306.691
100.000,388.678,314.531
100.000,382.307,322.245
100.000,375.782,329.830
100.000,369.108,337.283
100.000,362.285,344.600
100.000,355.318,351.780
100.000,348.208,358.819
100.000,340.959,365.715
100.000,333.573,372.464
100.000,326.053,379.064
100.000,318.404,385.512
100.000,310.626,391.805
100.000,302.724,397.942
100.000,294.701,403.920
100.000,286.561,409.735
100.000,278.305,415.387
100.000,269.938,420.872
100.000,261.463,426.189
100.000,252.883,431.336
100.000,244.201,436.309
100.000,235.423,441.108
100.000,226.549,445.730
100.000,217.586,450.174
100.000,208.535,454.437
100.000,199.400,458.519
100.000,190.186,462.417
100.000,180.895,466.130
100.000,171.532,469.656
100.000,162.101,472.994
100.000,152.604,476.143
100.000,143.047,479.101
100.000,133.432,481.867
100.000,123.763,484.441
100.000,114.046,486.820
100.000,104.282,489.004
100.000,94.477,490.993
100.000,84.634,492.785
100.000,74.757,494.380
100.000,64.850,495.777
100.000,54.917,496.975
100.000,44.962,497.974
100.000,34.989,498.774
100.000,25.002,499.374
100.000,15.005,499.775
100.000,5.002,499.975
100.000,-5.002,499.975
100.000,-15.005,499.775
100.000,-25.002,499.374
100.000,-34.989,498.774
100.000,-44.962,497.974
100.000,-54.917,496.975
100.000,-64.850,495.777
100.000,-74.757,494.380
100.000,-84.634,492.785
100.000,-94.477,490.993
100.000,-104.282,489.004
100.000,-114.046,486.820
100.000,-123.763,484.441
100.000,-133.432,481.867
100.000,-143.047,479.101
100.000,-152.604,476.143
100.000,-162.101,472.994
100.000,-171.532,469.656
100.000,-180.895,466.130
100.000,-190.186,462.417
100.000,-199.400,458.519
100.000,-208.535,454.437
100.000,-217.586,450.174
100.000,-226.549,445.730
100.000,-235.423,441.108
100.000,-244.201,436.309
100.000,-252.883,431.336
100.000,-261.463,426.189
100.000,-269.938,420.872
100.000,-278.305,415.387
100.000,-286.561,409.735
100.000,-294.701,403.920
100.000,-302.724,397.942
100.000,-310.626,391.805
100.000,-318.404,385.512
100.000,-326.053,379.064
100.000,-333.573,372.464
100.000,-340.959,365.715
100.000,-348.208,358.819
100.000,-355.318,351.780
100.000,-362.285,344.600
100.000,-369.108,337.283
100.000,-375.782,329.830
100.000,-382.307,322.245
100.000,-388.678,314.531
100.000,-394.893,306.691
100.000,-400.951,298.728
100.000,-406.848,290.646
100.000,-412.582,282.447
100.000,-418.151,274.135
100.000,-423.552,265.713
100.000,-428.784,257.185
100.000,-433.844,248.555
100.000,-438.730,239.824
100.000,-443.441,230.998
100.000,-447.974,222.079
100.000,-452.328,213.071
100.000,-456.501,203.977
100.000,-460.491,194.803
100.000,-464.297,185.550
100.000,-467.916,176.223
100.000,-471.349,166.825
100.000,-474.592,157.360
100.000,-477.646,147.833
100.000,-480.508,138.246
100.000,-483.178,128.604
100.000,-485.655,118.910
100.000,-487.937,109.169
100.000,-490.023,99.384
100.000,-491.914,89.560
100.000,-493.607,79.699
100.000,-495.103,69.807
100.000,-496.401,59.886
100.000,-497.500,49.942
100.000,-498.399,39.978
100.000,-499.099,29.997
100.000,-499.600,20.005
100.000,-499.900,10.004
100.000,-500.000,0.000
110.000,500.000,0.000
110.000,499.900,10.004
110.000,499.600,20.005
110.000,499.099,29.997
110.000,498.399,39.978
110.000,497.500,49.942
110.000,496.401,59.886
110.000,495.103,69.807
110.000,493.607,79.699
110.000,491.914,89.560
110.000,490.023,99.384
110.000,487.937,109.169
110.000,485.655,118.910
110.000,483.178,128.604
110.000,480.508,138.246
110.000,477.646,147.833
110.000,474.592,157.360
110.000,471.349,166.825
110.000,467.916,176.223
110.000,464.297,185.550
110.000,460.491,194.803
110.000,456.501,203.977
110.000,452.328,213.071
110.000,447.974,222.079
110.000,443.441,230.998
110.000,438.730,239.824
110.000,433.844,248.555
110.000,428.784,257.185
110.000,423.552,265.713
110.000,418.151,274.135
110.000,412.582,282.447
110.000,406.848,290.646
110.000,400.951,298.728
110.000,394.893,306.691
110.000,388.678,314.531
110.000,382.307,322.245
110.000,375.782,329.830
110.000,369.108,337.283
110.000,362.285,344.600
110.000,355.318,351.780
110.000,348.208,358.819
110.000,340.959,365.715
110.000,333.573,372.464
110.000,326.053,379.064
110.000,318.404,385.512
110.000,310.626,391.805
110.000,302.724,397.942
110.000,294.701,403.920
110.000,286.561,409.735
110.000,278.305,415.387
110.000,269.938,420.872
110.000,261.463,426.189
110.000,252.883,431.336
110.000,244.201,436.309
110.000,235.423,441.108
110.000,226.549,445.730
110.000,217.586,450.174
110.000,208.535,454.437
110.000,199.400,458.519
110.000,190.186,462.417
110.000,180.895,466.130
110.000,171.532,469.656
110.000,162.101,472.994
110.000,152.604,476.143
110.000,143.047,479.101
110.000,133.432,481.867
110.000,123.763,484.441
110.000,114.046,486.820
110.000,104.282,489.004
110.000,94.477,490.993
110.000,84.634,492.785
110.000,74.757,494.380
110.000,64.850,495.777
110.000,54.917,496.975
110.000,44.962,497.974
110.000,34.989,498.774
110.000,25.002,499.374
110.000,15.005,499.775
110.000,5.002,499.975
110.000,-5.002,499.975
110.000,-15.005,499.775
110.000,-25.002,499.374
110.000,-34.989,498.774
110.000,-44.962,497.974
110.000,-54.917,496.975
110.000,-64.850,495.777
110.000,-74.757,494.380
110.000,-84.634,492.785
110.000,-94.477,490.993
110.000,-104.282,489.004
110.000,-114.046,486.820
110.000,-123.763,484.441
110.000,-133.432,481.867
110.000,-143.047,479.101
110.000,-152.604,476.143
110.000,-162.101,472.994
110.000,-171.532,469.656
110.000,-180.895,466.130
110.000,-190.186,462.417
110.000,-199.400,458.519
110.000,-208.535,454.437
110.000,-217.586,450.174
110.000,-226.549,445.730
110.000,-235.423,441.108
110.000,-244.201,436.309
110.000,-252.883,431.336
110.000,-261.463,426.189
110.000,-269.938,420.872
110.000,-278.305,415.387
110.000,-286.561,409.735
110.000,-294.701,403.920
110.000,-302.724,397.942
110.000,-310.626,391.805
110.000,-318.404,385.512
110.000,-326.053,379.064
110.000,-333.573,372.464
110.000,-340.959,365.715
